SR_TEAM,DI_DATE,DI_REF,TRD_KEYIN,TRD_SH_NAME,TRD_QTY,TRD_U_PRC,AR_CODE
JOY,2019-10-19,CS-1256210/071,IG0566,"Callebaut Milk Chocolate Couverture Chips 33.6%, 2.5 Kg.",1.0,900.0,WL00962
JOY,2019-10-19,CS-1256210/071,IG0095-1,Almond Blanched Slice 1 kg. (M160),4.0,410.0,WL00962
JOY,2019-10-19,CS-1256210/072,PT1721,Demarle Baking Mat SILPAIN exact size 400x300 mm,1.0,880.0,P9390
JOY,2019-10-19,CS-1256210/072,PT1866,des patissiers (France 1887) Silpat Silicone Pat 40*30 cm.,1.0,550.0,P9390
JOY,2019-10-19,CS-1256210/072,PT1092,Ateco 1328 14/16 Portion Cake Marker,1.0,290.0,P9390
JOY,2019-10-19,CS-1256210/073,IG0648-A2,"Whole Macadamia Nut A2 ,1 kg. เม็ดเต็ม size 13-16 mm.",2.0,690.0,P4892
JOY,2019-10-19,CS-1256210/073,IG0700,Cashew Nut Size (B) 1 kg / เม็ดมะม่วงหิมพานต์,1.0,470.0,P4892
JOY,2019-10-19,CS-1256210/073,IG0505-1,"Cacao Barry Dark Choc Chip Drop (Noir) 50% ,500 g.",1.0,180.0,P4892
JOY,2019-10-19,CS-1256210/073,IG0777,Dry Rose Petal 100 g.,1.0,200.0,P4892
JOY,2019-10-19,CS-1256210/074,PK0076,CH24 Jelly/Mousse Cup Cap: 150 ml dia.58x75H,100.0,3.8,P5918
JOY,2019-10-19,CS-1256210/074,PK0076-L,Lid for CH24 Jelly/Mousse Cups ฝาครอบถ้วยมูส (P094),100.0,0.4,P5918
JOY,2019-10-19,CS-1256210/075,IG0030-1,"Cacao Barry Cocoa Powders Plein Arome No.2 , 1 kg",1.0,480.0,P13830
JOY,2019-10-21,CS-1256210/076,IG0570-1,2 Kg.T55 แป้งเอนกประสงค์ Made in France M145,1.0,95.0,WL00536
JOY,2019-10-21,CS-1256210/076,IG1169,Lin Gumpaste Premium 500 g.,2.0,140.0,WL00536
JOY,2019-10-21,CS-1256210/077,IG0502,"Callebaut Dark Chocolate Couverture Noir 70.4% ,2.5 Kg",1.0,950.0,P7208
JOY,2019-10-21,CS-1256210/078,IG0619,Texturas Surprises Crumiel 400 g,1.0,1390.0,P13993
JOY,2019-10-22,CS-1256210/079,PK0625-L,"Lid for CH20 Jelly/mousse cups ฝาครอบถ้วยมูส (508,)",100.0,0.4,P12424
JOY,2019-10-22,CS-1256210/079,PK0625,"CH20 ,508  Jelly/Mousse cup Cap:170 ml. dia 75 x H 70 mm.",100.0,3.8,P12424
JOY,2019-10-22,CS-1256210/079,PK0107-L,Lid for CH21 Jelly/Mousse Cup ฝาครอบถ้วยมูสใสลายเกรียว(P126),100.0,0.4,P12424
JOY,2019-10-22,CS-1256210/079,PK0107,CH21  Jelly/Mousse cup Cap:140 ml. dia.65x70H (P126),100.0,3.8,P12424
JOY,2019-10-22,CS-1256210/079,PK0083,SNY A-3 Round Gold Plastic Plate 8.5 cm. P/200 (P101),1.0,260.0,P12424
JOY,2019-10-22,CS-1256210/080,IG0168-1,Milk 100 Cold Process For Gelato 1 kg. (M238),1.0,700.0,P13278
JOY,2019-10-22,CS-1256210/081,MA2443,Lacor 69317 Chocolate Bain Marie 1 Lt (MF 38670) CT0864,1.0,2500.0,P13994
JOY,2019-10-22,CS-1256210/082,PT0217,Demarle Pastry Mat SILPAT 275x200 mm. (SP275200 01),1.0,490.0,P13995
JOY,2019-10-22,CS-1256210/082,PT1766,Demarle Baking Mat SILPAIN size 600x400 mm,1.0,1650.0,P13995
JOY,2019-10-22,CS-1256210/082,2019800114358,P/5  PARCHMENT PAPER,10.0,45.0,P13995
JOY,2019-10-22,CS-1256210/083,PT1650,"Temma 4798027 Silicon Greaseproof Parchment Paper Sheet,",1.0,1450.0,P11688
JOY,2019-10-22,CS-1256210/084,CT0257,POLY PC1158 Half-Round Chocolate Molds NR.36,1.0,450.0,P13996
JOY,2019-10-22,CS-1256210/085,BW1091-45,MF 08701 Copper Cannele Mould 45 mm,12.0,500.0,P13997
JOY,2019-10-22,CS-1256210/086,IG0299,Bamboo Charcoal Powder 500 g. (ผงถ่าน),4.0,450.0,P10487
JOY,2019-10-22,CS-1256210/087,PT0797,"One Way 3006 Comfort Green Piping Bag 53x28cm, 12's/roll",1.0,250.0,WL00761
JOY,2019-10-22,CS-1256210/088,IG0502,"Callebaut Dark Chocolate Couverture Noir 70.4% ,2.5 Kg",3.0,950.0,P6213
JOY,2019-10-22,CS-1256210/088,IG0682,"Callebaut White Chocolate Couverture 28% ,2.5 kg",1.0,950.0,P6213
JOY,2019-10-22,CS-1256210/088,IG0503-5KG,Cacao Barry Dark Choc Mi-Amere Pistoles 58% 5 kgs (IG0503),1.0,1800.0,P6213
JOY,2019-10-22,CS-1256210/088,IG0095-2,Almond Blanched Slice 200 g.,1.0,90.0,P6213
JOY,2019-10-22,CS-1256210/089,IG0503-1,500 g.Dark Choc 58% COCOABARRY,4.0,180.0,P9614
JOY,2019-10-22,CS-1256210/090,IG0507,Cacao Barry Dark Mi-Amere 58% 2.5 kg Block,2.0,1070.0,P13783
JOY,2019-10-22,CS-1256210/091,IG0500-1,Cacao Barry Dark Choc Fleur de Cao Pistol 70% 500 g.,2.0,230.0,P2143
JOY,2019-10-22,CS-1256210/091,IG0505-1,"Cacao Barry Dark Choc Chip Drop (Noir) 50% ,500 g.",1.0,180.0,P2143
JOY,2019-10-22,CS-1256210/091,IG0100-B2,"Macadamia Nut Halves B2, 500 g. เม็ดซีก size 0.6-1.5 g /ชิ้น",1.0,385.0,P2143
JOY,2019-10-22,CS-1256210/091,IG0096-1,Almond Blanched Stick 1 kg.(M161),1.0,400.0,P2143
JOY,2019-10-22,CS-1256210/092,IG0561,Cacao Barry Chocolate Bar 300s (Stick) 44% 1.6 kg.,1.0,385.0,P13998
JOY,2019-10-22,CS-1256210/092,PK1048-AL,JZ28 Muffin M Alphabet 50 pc ลายตัวหนังสือ,1.0,95.0,P13998
JOY,2019-10-22,CS-1256210/092,PT0865,Demarle Pastry Mat SILPAT Large Size 600x400 mm.,1.0,1200.0,P13998
JOY,2019-10-22,CS-1256210/092,PT1867,des patissiers (France 1887) Silpat Silicone Pat 60*40 cm.,1.0,850.0,P13998
JOY,2019-10-22,CS-1256210/093,IG0502,"Callebaut Dark Chocolate Couverture Noir 70.4% ,2.5 Kg",1.0,950.0,P7208
JOY,2019-10-22,CS-1256210/094,IG0503-5KG,Cacao Barry Dark Choc Mi-Amere Pistoles 58% 5 kgs (IG0503),1.0,1800.0,P13612
JOY,2019-10-22,CS-1256210/094,IG0030-1,"Cacao Barry Cocoa Powders Plein Arome No.2 , 1 kg",1.0,480.0,P13612
JOY,2019-10-22,CS-1256210/095,IG0327,Nielsen Massey Rose Water Extract 118 ml./4 oz.,1.0,520.0,P13999
JOY,2019-10-24,CS-1256210/096,IG0503-1,500 g.Dark Choc 58% COCOABARRY,1.0,180.0,P13450
JOY,2019-10-24,CS-1256210/096,IG0500-1,Cacao Barry Dark Choc Fleur de Cao Pistol 70% 500 g.,1.0,230.0,P13450
JOY,2019-10-24,CS-1256210/097,IG0804,Valrhona Guanaja Dark Chocolate 70% 3 kg.,1.0,2500.0,P14008
JOY,2019-10-24,CS-1256210/097,BW0520-3478,San Neng SN3478 Single Round Ring Diameter:8x5cm,1.0,90.0,P14008
JOY,2019-10-24,CS-1256210/097,BW0520-3477,San Neng SN3477 Single Round Ring D7.5xH5cm (BW0520-C),1.0,90.0,P14008
JOY,2019-10-24,CS-1256210/097,IG0030-1,"Cacao Barry Cocoa Powders Plein Arome No.2 , 1 kg",1.0,480.0,P14008
JOY,2019-10-24,CS-1256210/097,IG0503-1,500 g.Dark Choc 58% COCOABARRY,4.0,180.0,P14008
JOY,2019-10-24,CS-1256210/098,IG0294-1,Cacao Barry White Choc Zephyr 34% Pistoles 500 g.,2.0,255.0,P12331
JOY,2019-10-24,CS-1256210/099,IG0094,Coconut Fine Grated 1 kg. / มะพร้าวอบแห้ง (M159),1.0,280.0,P14011
JOY,2019-10-24,CS-1256210/099,IG0500-1,Cacao Barry Dark Choc Fleur de Cao Pistol 70% 500 g.,2.0,230.0,P14011
JOY,2019-10-24,KW256210/00177,BW0728,"Norpro 3909 Nonstick Springform Pan 9""",1.0,630.0,C2510
JOY,2019-10-24,KW256210/00177,PT0384,"HK Round Fluted Stainless Cutter 12 pcs (2019B, 152203)",1.0,590.0,C2510
JOY,2019-10-24,KW256210/00177,PT0399,Oval Plain Exoglass Nylon Cutter Set 7 pcs (2055),1.0,450.0,C2510
JOY,2019-10-24,KW256210/00177,PT0383,"HK Round Plain Stainless Cutter 12 pcs (2019A, 152103)",1.0,590.0,C2510
JOY,2019-10-24,KW256210/00177,PT1866,des patissiers (France 1887) Silpat Silicone Pat 40*30 cm.,2.0,550.0,C2510
JOY,2019-10-24,KW256210/00177,PT2624,Silicone Crispy Mat 30x40 cm. Black Color with Red Edge,2.0,490.0,C2510
JOY,2019-10-24,KW256210/00177,PT1101,Teardrop Plain Exoglass Nylon Cutter Set 8 pcs. (2075),1.0,450.0,C2510
JOY,2019-10-24,KW256210/00177,BW1198,D028 Cylinders 5.5xH3.5 cm Silicone Mould NR.8,1.0,350.0,C2510
JOY,2019-10-24,KW256210/00177,BW0426,"LFD009, D009, 04DR209 Silicone Mould NR.24 (SM162)",2.0,350.0,C2510
JOY,2019-10-24,KW256210/00177,PT2610-14,"One Stop HoReCa 14"" High Heat Silicone Spatulas Regular",1.0,320.0,C2510
JOY,2019-10-24,KW256210/00177,PT0163,SN4757 Spatula Silicone 26 cm. (B270),1.0,300.0,C2510
JOY,2019-10-24,KW256210/00177,PT2321-WH,Arcos Spain 180624 Paring Knife White 100mm,1.0,200.0,C2510
JOY,2019-10-24,KW256210/00177,PT2362,Mosa N2O 8 g. Cream Charger 10 pcs/pack,1.0,130.0,C2510
JOY,2019-10-24,KW256210/00177,PT0941-B,CDN TCT572-B Folding Thermocouple Thermometer-Black,1.0,1850.0,C2510
JOY,2019-10-24,KW256210/00177,PT2523,Triangle 501541303 Grater Fine with Catcher,1.0,950.0,C2510
JOY,2019-10-24,KW256210/00177,CW0111-24,MF 00226 Conical Mesh Strainer 24 cm.,1.0,1940.0,C2510
JOY,2019-10-24,KW256210/00177,PT2327-BL,Arcos Spain 292323 Chef Knife Blue 300mm,1.0,1390.0,C2510
JOY,2019-10-24,KW256210/00177,PT2099-35,de Buyer 2610.35 Whisk Wire 35 cm.,1.0,1150.0,C2510
JOY,2019-10-25,CS-1256210/100,IG0512-1,Almond Powder (USA) 1 kg.(M071),3.0,380.0,P14018
JOY,2019-10-25,CS-1256210/101,IG0060,Glucose Powder 1 kg. (M108),2.0,280.0,P12842
JOY,2019-10-25,CS-1256210/102,PT2473,CDN IRTL220 Insta-Read Beverage and Frothing Stem 7 inch,1.0,450.0,P14021
JOY,2019-10-25,CS-1256210/103,BW0431-001,QB001 Silicone Mould NR.20 เส้นตรง  (SM167),2.0,350.0,P14022
JOY,2019-10-25,CS-1256210/103,IG0505-1,"Cacao Barry Dark Choc Chip Drop (Noir) 50% ,500 g.",1.0,180.0,P14022
JOY,2019-10-25,CS-1256210/103,IG0116,"Dark Compound Chips 4400 ,500 g. (M182)",1.0,120.0,P14022
JOY,2019-10-25,CS-1256210/104,IG0570-1,2 Kg.T55 แป้งเอนกประสงค์ Made in France M145,2.0,95.0,P14020
JOY,2019-10-25,CS-1256210/104,IG0572,Fermipan Red Instant Yeast 500g. (ยีสต์),1.0,135.0,P14020
JOY,2019-10-25,CS-1256210/104,IG0571,Fermipan Brown Instant Yeast 500g. (ยีสต์),1.0,135.0,P14020
JOY,2019-10-25,CS-1256210/105,IG0570,25 kg.T55 แป้งเอนกประสงค์ Made in France (M145),1.0,950.0,C1932
JOY,2019-10-25,CS-1256210/105,IG0512-1,Almond Powder (USA) 1 kg.(M071),2.0,380.0,C1932
JOY,2019-10-25,CS-1256210/105,IG0095-1,Almond Blanched Slice 1 kg. (M160),3.0,410.0,C1932
JOY,2019-10-25,CS-1256210/105,IG0523,Ponthier Raspberry Puree 1 kg,2.0,450.0,C1932
JOY,2019-10-25,CS-1256210/105,IG0487,Ponthier Strawberry Puree,2.0,370.0,C1932
JOY,2019-10-25,CS-1256210/105,2019800236647,"DS003 Gragees Oro,Golden 3 mm. (0013360, AI28330) สีทอง [ x",1.0,180.0,C1932
JOY,2019-10-26,CS-1256210/106,MA0140,Robot Coupe 34760 Mini Range MP 240 V.V. (VARIABLE SPEED),1.0,19000.0,C1632
JOY,2019-10-26,CS-1256210/107,IG0958-P,Activa TG-BP (QS) Transglutaminase (Meat Glue) 1 kg.,1.0,2200.0,P14029
JOY,2019-10-26,CS-1256210/107,IG1267,Bee Wax 100 g,1.0,120.0,P14029
JOY,2019-10-26,CS-1256210/108,IG0972-BK,Lin Black Premium Fondant Icing 750 g.,1.0,185.0,P7534
JOY,2019-10-26,CS-1256210/108,CL0412-K2,Ameri Color SKIT2 Student KIT2 (12/.75 oz)  Assorted Color,1.0,990.0,P7534
JOY,2019-10-26,CS-1256210/109,IG0794-1,"Bread Flour T65 ,1 kg. แป้งขนมปัง Made in France",5.0,70.0,P14032
JOY,2019-10-26,CS-1256210/110,PK0195,CH29 Jelly/mousse cups Cap:110 ml. Dia 75x70H,25.0,5.0,P14031
JOY,2019-10-26,CS-1256210/110,PK0107,CH21  Jelly/Mousse cup Cap:140 ml. dia.65x70H (P126),10.0,5.0,P14031
JOY,2019-10-26,CS-1256210/110,PK0937,CH11 Jelly/Mousse Cups Cap:110 ml. dia.85x70H,20.0,5.0,P14031
JOY,2019-10-26,CS-1256210/110,PK1129,CH39 Jelly/MousseCups Cap: 145 ml. 140xH36,25.0,5.0,P14031
JOY,2019-10-26,CS-1256210/110,PK0896-CL,"CH27 Jelly/Mousse Cups (Clear) Cap:100 ml ,dia 90x40H",25.0,5.0,P14031
JOY,2019-10-26,CS-1256210/110,PK1127,CH16 Jelly/Mousse Cups Cap: 250 ml. D75x705H,10.0,5.0,P14031
JOY,2019-10-26,CS-1256210/111,IG0100-B2,"Macadamia Nut Halves B2, 500 g. เม็ดซีก size 0.6-1.5 g /ชิ้น",1.0,385.0,P14033
JOY,2019-10-26,CS-1256210/111,IG0294-1,Cacao Barry White Choc Zephyr 34% Pistoles 500 g.,1.0,255.0,P14033
JOY,2019-10-26,CS-1256210/111,IG0505-1,"Cacao Barry Dark Choc Chip Drop (Noir) 50% ,500 g.",1.0,180.0,P14033
JOY,2019-10-26,CS-1256210/112,IG0030,"Cacao Barry Cocoa Powders Plein Arome No.2 , 2.5 kg",1.0,1150.0,P4970
JOY,2019-10-26,CS-1256210/112,IG0503-5KG,Cacao Barry Dark Choc Mi-Amere Pistoles 58% 5 kgs (IG0503),1.0,1800.0,P4970
JOY,2019-10-26,CS-1256210/113,IG0503-1,500 g.Dark Choc 58% COCOABARRY,1.0,180.0,P13843
JOY,2019-10-26,CS-1256210/113,IG0294-1,Cacao Barry White Choc Zephyr 34% Pistoles 500 g.,1.0,255.0,P13843
JOY,2019-10-26,CS-1256210/114,IG0082,Glazed Orange Mix Peel 1 kg (France) ผิวส้มเคลือบน้ำตาลเต๋า,1.0,250.0,P14034
JOY,2019-10-26,CS-1256210/114,IG0670-1,Sugar Nib/Pearl Sugar 1 kg,1.0,290.0,P14034
JOY,2019-10-26,CS-1256210/114,IG0078,Glazed Mix Fruit 1 kg. (M143),1.0,450.0,P14034
JOY,2019-10-26,CS-1256210/115,IG0516-1,Cranberry Dried Fruit 500 g.,2.0,270.0,P4172
JOY,2019-10-26,CS-1256210/115,IG0503-5KG,Cacao Barry Dark Choc Mi-Amere Pistoles 58% 5 kgs (IG0503),1.0,1800.0,P4172
JOY,2019-10-26,CS-1256210/116,IG0505-1,"Cacao Barry Dark Choc Chip Drop (Noir) 50% ,500 g.",1.0,180.0,P13486
JOY,2019-10-26,CS-1256210/116,IG0500-1,Cacao Barry Dark Choc Fleur de Cao Pistol 70% 500 g.,1.0,230.0,P13486
JOY,2019-10-26,CS-1256210/116,IG0503-1,500 g.Dark Choc 58% COCOABARRY,1.0,180.0,P13486
JOY,2019-10-26,CS-1256210/116,IG0569.1,500g. FEUILLETINE/Royaltine M086,1.0,245.0,P13486
JOY,2019-10-26,CS-1256210/116,IG0149-1,1KG.COCOA POWDER No.3 Exbrute CACAO BARRY (M219),1.0,550.0,P13486
JOY,2019-10-26,CS-1256210/117,PT1230,Fiber Mat France Brown 60x40 cm. 0.2 mm.,1.0,130.0,P14035
JOY,2019-10-26,CS-1256210/117,2019800154132,DS004 Decor Bunnies Chick & Duck (52105) [ x 450.00],1.0,480.0,P14035
JOY,2019-10-26,CS-1256210/117,IG0507,Cacao Barry Dark Mi-Amere 58% 2.5 kg Block,1.0,1070.0,P14035
JOY,2019-10-28,CS-1256210/118,IG1093,Egg White Powder Instant 1 kg.(Belgium) // สามารถละลายทันที,1.0,850.0,WL00095
JOY,2019-10-28,CS-1256210/118,2019800200099,Pastry Powder 500g.(M152),2.0,260.0,WL00095
JOY,2019-10-28,CS-1256210/118,IG0073,1 kg.Dark Compound Coin M138,10.0,160.0,WL00095
JOY,2019-10-28,CS-1256210/119,IG0503-5KG,Cacao Barry Dark Choc Mi-Amere Pistoles 58% 5 kgs (IG0503),2.0,1800.0,P7128
JOY,2019-10-28,CS-1256210/119,IG0512-1,Almond Powder (USA) 1 kg.(M071),10.0,380.0,P7128
JOY,2019-10-28,CS-1256210/119,IG0625-1,Wholemeal Bread 1 kg.,2.0,90.0,P7128
JOY,2019-10-28,CS-1256210/120,PK0645,SYN Triangle Paper Gold Card 7x11 cm. (P/100) สามเหลี่ยม,2.0,120.0,P13541
JOY,2019-10-28,CS-1256210/120,PK1358,Gold Card Board Rectangle 13x4 cm.,5.0,100.0,P13541
JOY,2019-10-28,CS-1256210/121,IG0503-5KG,Cacao Barry Dark Choc Mi-Amere Pistoles 58% 5 kgs (IG0503),1.0,1800.0,P12958
JOY,2019-10-28,CS-1256210/122,IG0502,"Callebaut Dark Chocolate Couverture Noir 70.4% ,2.5 Kg",1.0,950.0,WL00632
JOY,2019-10-28,CS-1256210/122,IG0567,Whole Almond (with skin) 1 kg. เม็ดเต็ม size 23/25,1.0,410.0,WL00632
JOY,2019-10-28,CS-1256210/123,CL0160,Ameri Color GW10 Gourmet Writer Food Decoration Pen 10 Set,1.0,890.0,P14039
JOY,2019-10-28,CS-1256210/123,CL0947-51,EU Food Color 46P10051 Pump Powder Pink AF 10 g.,1.0,380.0,P14039
JOY,2019-10-28,CS-1256210/124,IG0503-1,500 g.Dark Choc 58% COCOABARRY,4.0,180.0,P14040
JOY,2019-10-28,CS-1256210/124,IG0570-1,2 Kg.T55 แป้งเอนกประสงค์ Made in France M145,1.0,95.0,P14040
JOY,2019-10-28,CS-1256210/124,IG0074-1,500g. White Compound Coin  (M139),2.0,110.0,P14040
JOY,2019-10-29,CS-1256210/125,IG0503-1,500 g.Dark Choc 58% COCOABARRY,3.0,180.0,P8597
JOY,2019-10-29,CS-1256210/125,IG0505-1,"Cacao Barry Dark Choc Chip Drop (Noir) 50% ,500 g.",2.0,180.0,P8597
JOY,2019-10-29,CS-1256210/125,IG0742-2,Almond Stick with Skin 200 g.,1.0,85.0,P8597
JOY,2019-10-29,CS-1256210/125,IG0822,Walnut A 1 kg.,1.0,590.0,P8597
JOY,2019-10-29,CS-1256210/125,IG0030-1,"Cacao Barry Cocoa Powders Plein Arome No.2 , 1 kg",1.0,480.0,P8597
JOY,2019-10-29,CS-1256210/126,IG0575-1,Pectin NH 200 g.,1.0,390.0,P10224
JOY,2019-10-29,CS-1256210/127,2019800115270,Dry Rose 100 g. /กุหลาบอบแห้งทั้งดอก,1.0,320.0,C2589
JOY,2019-10-29,CS-1256210/128,PK0615,"CH14  Jelly/Mousse Cup Cap:140 ml ,dia 72x72H",500.0,3.8,P0981
JOY,2019-10-29,CS-1256210/128,PK0615-L,Lid for CH14 Jelly/Mousse Cup ฝาครอบถ้วยมูส,500.0,0.4,P0981
JOY,2019-10-30,CS-1256210/129,IG0958-P,Activa TG-BP (QS) Transglutaminase (Meat Glue) 1 kg.,1.0,2200.0,P9087
JOY,2019-10-30,CS-1256210/130,IG1072-RA,Raspberry Chocolate Compound Block - Red,2.0,180.0,WL00592
JOY,2019-10-30,CS-1256210/130,IG1072-BA,Banana Chocolate Compound Block - Yellow,1.0,180.0,WL00592
JOY,2019-10-30,CS-1256210/131,PT0931-42,MF 03901 Beechwood Rolling Pin 42 cm.,2.0,350.0,P12223
JOY,2019-10-30,CS-1256210/131,PT1230,Fiber Mat France Brown 60x40 cm. 0.2 mm.,4.0,130.0,P12223
JOY,2019-10-30,CS-1256210/131,PT0357,Round Fluted Exoglass Nylon Cutter Set 9 (2048),1.0,450.0,P12223
JOY,2019-10-30,CS-1256210/131,PT1649,Fiber Mat France Brown 30x40 cm. 0.2 mm.,4.0,110.0,P12223
JOY,2019-10-30,CS-1256210/132,IG0503-1,500 g.Dark Choc 58% COCOABARRY,4.0,180.0,P14048
JOY,2019-10-30,CS-1256210/132,IG0505-1,"Cacao Barry Dark Choc Chip Drop (Noir) 50% ,500 g.",1.0,180.0,P14048
JOY,2019-10-30,CS-1256210/133,CL0412-K,Ameri Color SKIT Student KIT (12/0.75 oz)  Assorted Color,1.0,990.0,P14049
JOY,2019-10-30,CS-1256210/133,CL0209,Ameri Color CC14 Pink Candy Color 2 oz. (DE384),1.0,350.0,P14049
JOY,2019-10-30,CS-1256210/133,CL0205,Ameri Color CC02 Blue Candy Color 2 oz. (DE380),1.0,330.0,P14049
JOY,2019-10-30,CS-1256210/133,CL0207,Ameri Color CC11 Green Candy Color 2 oz. (DE382),1.0,330.0,P14049
JOY,2019-10-30,CS-1256210/133,CL0206,Ameri Color CC07 Yellow Candy Color 2 oz.  (DE381),1.0,330.0,P14049
JOY,2019-10-30,CS-1256210/133,CL0208,Ameri Color CC13 Orange Candy Color 2 oz.(DE383),1.0,350.0,P14049
JOY,2019-10-30,CS-1256210/133,CL0211,Ameri Color CC22  Violet 2 oz. Candy Color (DE386),1.0,350.0,P14049
JOY,2019-10-30,CS-1256210/133,PK0107,CH21  Jelly/Mousse cup Cap:140 ml. dia.65x70H (P126),100.0,3.8,P14049
JOY,2019-10-30,CS-1256210/133,PK0107-L,Lid for CH21 Jelly/Mousse Cup ฝาครอบถ้วยมูสใสลายเกรียว(P126),100.0,0.4,P14049
JOY,2019-10-30,CS-1256210/133,IG0583.1,500 G. GLUCOSE SYRUP M107,1.0,190.0,P14049
JOY,2019-10-31,CS-1256210/134,IG1093,Egg White Powder Instant 1 kg.(Belgium) // สามารถละลายทันที,1.0,850.0,C0703
JOY,2019-10-31,CS-1256210/135,CL0412-K2,Ameri Color SKIT2 Student KIT2 (12/.75 oz)  Assorted Color,1.0,990.0,P14051
JOY,2019-10-31,CS-1256210/136,IG0501-5KG,5 Kgs.Dark 64%Choc Pistal COCOA BARRY  (M236),1.0,2350.0,P14052
JOY,2019-10-31,CS-1256210/137,IG0318,Cocoa Crush Biscuit  1 kg.,2.0,205.0,P12305
JOY,2019-10-31,CS-1256210/137,2019800458803,"Aluminium Foil Gold Color+Lid  85x35H,125 ml (AP125) 100 pcs",1.0,700.0,P12305
JOY,2019-10-31,CS-1256210/138,IG0096-1,Almond Blanched Stick 1 kg.(M161),2.0,400.0,P11315
JOY,2019-10-31,CS-1256210/138,IG0100-B2,"Macadamia Nut Halves B2, 500 g. เม็ดซีก size 0.6-1.5 g /ชิ้น",2.0,385.0,P11315
JOY,2019-10-31,CS-1256210/139,IG0500-1,Cacao Barry Dark Choc Fleur de Cao Pistol 70% 500 g.,2.0,230.0,P14053
JOY,2019-10-31,CS-1256210/139,IG0095-2,Almond Blanched Slice 200 g.,1.0,90.0,P14053
JOY,2019-10-31,CS-1256210/139,IG0096-2,Almond Blanched Stick 200 g.,1.0,85.0,P14053
JOY,2019-10-31,CS-1256210/140,IG0512-1,Almond Powder (USA) 1 kg.(M071),1.0,380.0,P13969
JOY,2019-10-31,CS-1256210/141,IG0804,Valrhona Guanaja Dark Chocolate 70% 3 kg.,1.0,2500.0,P14056
JOY,2019-01-11,CS-1256211/001,IG0512-A1,Superfine Almond Powder (USA) 1 kg. (M071),2.0,400.0,P0259
JOY,2019-01-11,CS-1256211/002,IG0538.1,250 g.Strawberry Paste for Macarons,1.0,300.0,P10896
JOY,2019-01-11,CS-1256211/002,IG0530-1,250 g.Blueberry Paste for Macarons,1.0,300.0,P10896
JOY,2019-01-11,CS-1256211/003,IG0716,Texturas Sherification Algin 500 g,1.0,1850.0,C2597
JOY,2019-01-11,CS-1256211/004,CL0947-47,EU Food Color 46P10047 Pump Powder Gold AF 10 g.,2.0,380.0,P1939
JOY,2019-01-11,CS-1256211/005,PT2423,Norpro 3073 Wooden Rolling Pin 13 Inch,1.0,1290.0,P13604
JOY,2019-01-11,CS-1256211/005,PT1975,MF 05020 White Flour Brush White 32 cm. (Matfer 118306),1.0,690.0,P13604
JOY,2019-01-11,CS-1256211/005,PT1307-30,MF 05201 Flat Pastry Brush 30 mm,1.0,270.0,P13604
JOY,2019-01-11,CS-1256211/006,BW0958-100,MF 06523 Ring Tart S/S 10 cm.x H.2.1 cm.(BW0955),8.0,170.0,P14018
JOY,2019-01-11,CS-1256211/006,PK0646-65,SYN Square Paper Card 6.5x6.5 cm (100/P) PK0983,1.0,90.0,P14018
JOY,2019-01-11,CS-1256211/007,PT1056-42,152022 S/S Flour Sifter Sieve 42 cm. (ที่ร่อนแป้งไม่มีด้าม),1.0,580.0,P14059
JOY,2019-01-11,CS-1256211/008,IG0577-1,Patisfrance Cold Clear Glaze / Mirroir Plus 500 g. (M060),4.0,220.0,C1184
JOY,2019-01-11,CS-1256211/008,MA0498-C,25x35 cm 85 Micron ITALIAN Embrossed Vacuum Bags 100s,1.0,580.0,C1184
JOY,2019-01-11,CS-1256211/008,MA0498-B,20x30 cm 85 Micron  ITALIAN Embrossed Vacuum Bags 100s,4.0,450.0,C1184
JOY,2019-01-11,CS-1256211/008,PT1529-GR,Oneway 3017 Comf.Green Pipingbags XS 30x17cm.12inch 10p/roll,1.0,140.0,C1184
JOY,2019-01-11,CS-1256211/008,PT1529-PI,Oneway 8017 Comf.Pink Pipingbags XS 30x17cm.12inch 10p/roll,1.0,140.0,C1184
JOY,2019-01-11,CS-1256211/008,PT1666,OneWay 3107 (XS) Comf ClearPipingbags 30x17cm.12in 100p/roll,1.0,750.0,C1184
JOY,2019-01-11,CS-1256211/008,CW0060-G2D,Polycarbonate Containers GN 1/2 x 65 mm.Dim.325x265x65 mm,2.0,260.0,C1184
JOY,2019-01-11,CS-1256211/008,CW0058-G2AP,Stainless Steel Service PanGN 1/2x100 dim 325x265x100mm.Perf,1.0,420.0,C1184
JOY,2019-01-11,KW256211/00006,MA2670,BAMIX 102.913 M200 Mono Jamie Oliver Anthracite,1.0,6900.0,P14060
JOY,2019-02-11,CS-1256211/009,IG0064,Gelita Gelatine Sheets e 1000 g,1.0,1120.0,P7593
JOY,2019-02-11,CS-1256211/009,IG0191,Corn Starch 1 kg. (USA) / แป้งข้าวโพด,1.0,35.0,P7593
JOY,2019-02-11,CS-1256211/010,IG0500-1,Cacao Barry Dark Choc Fleur de Cao Pistol 70% 500 g.,1.0,230.0,P14066
JOY,2019-02-11,CS-1256211/010,IG0503-1,500 g.Dark Choc 58% COCOABARRY,1.0,180.0,P14066
JOY,2019-02-11,CS-1256211/011,IG0570-1,2 Kg.T55 แป้งเอนกประสงค์ Made in France M145,4.0,95.0,P10319
